stimulus_id,note
scene0447_00-clothes-2-23-22,never_sent_ahmed
scene0688_00-clothing-5-29-7-27-30-32,never_sent_ahmed
scene0688_00-clothing-5-30-7-27-29-32,never_sent_ahmed
scene0600_00-clothing-2-18-17,never_sent_ahmed
scene0679_00-pillow-5-29-30-31-32-33,never_sent_ahmed
scene0698_00-door-3-14-32-45,never_sent_ahmed
scene0429_00-towel-3-16-17-22,never_sent_ahmed
scene0394_00-clothes-4-55-53-54-56,never_sent_ahmed
scene0648_00-pillow-5-37-45-46-47-48,never_sent_ahmed
scene0480_00-pillow-6-14-8-11-12-13-15,never_sent_ahmed
scene0677_00-curtain-2-0-28,never_sent_ahmed
scene0590_00-bag-5-34-36-37-38-41,never_sent_ahmed
scene0399_00-bathroom_stall-2-14-15,never_sent_ahmed
scene0394_00-towel-6-27-25-26-28-29-30,never_sent_ahmed
scene0394_00-clothes-4-53-54-55-56,never_sent_ahmed
scene0477_00-clothing-2-33-22,never_sent_ahmed
scene0642_00-pillow-6-32-10-11-31-33-34,never_sent_ahmed
scene0480_00-pillow-6-12-8-11-13-14-15,never_sent_ahmed
scene0688_00-pillow-5-19-16-17-18-20,never_sent_ahmed
scene0590_00-towel-3-22-21-23,never_sent_ahmed
scene0480_00-pillow-6-8-11-12-13-14-15,never_sent_ahmed
scene0688_00-pillow-5-16-17-18-19-20,never_sent_ahmed
scene0697_00-window-2-5-28,never_sent_ahmed
scene0600_00-clothing-2-17-18,never_sent_ahmed
scene0447_00-clothes-2-22-23,never_sent_ahmed
scene0576_00-books-3-22-23-24,never_sent_ahmed
scene0642_00-pillow-6-11-10-31-32-33-34,never_sent_ahmed
scene0403_00-bookshelf-3-55-2-54,never_sent_ahmed
scene0576_00-books-3-24-22-23,never_sent_ahmed
scene0591_00-shelf-3-29-9-10,never_sent_ahmed
scene0642_00-curtain-2-56-3,never_sent_ahmed
scene0662_00-towel-5-12-13-14-15-16,never_sent_ahmed
scene0612_00-toilet_paper-6-32-7-24-27-30-31,never_sent_ahmed
scene0612_00-toilet_paper-6-27-7-24-30-31-32,never_sent_ahmed
scene0471_00-toilet_paper-3-8-11-12,never_sent_ahmed
scene0642_00-pillow-6-10-11-31-32-33-34,never_sent_ahmed
scene0416_00-clothing-2-38-51,never_sent_ahmed
scene0589_00-pillow-4-43-9-10-35,never_sent_ahmed
scene0590_00-bag-5-41-34-36-37-38,never_sent_ahmed
scene0677_00-pillow-3-30-29-31,never_sent_ahmed
scene0589_00-pillow-4-35-9-10-43,never_sent_ahmed
scene0429_00-towel-3-17-16-22,never_sent_ahmed
scene0515_00-recycling_bin-2-41-40,never_sent_ahmed
scene0642_00-pillow-6-33-10-11-31-32-34,never_sent_ahmed
scene0679_00-pillow-5-31-29-30-32-33,never_sent_ahmed
scene0517_00-dresser-2-22-19,never_sent_ahmed
scene0403_00-bookshelf-3-54-2-55,never_sent_ahmed
scene0688_00-clothing-5-27-7-29-30-32,never_sent_ahmed
scene0688_00-pillow-5-18-16-17-19-20,never_sent_ahmed
scene0590_00-towel-3-21-22-23,never_sent_ahmed
scene0576_00-clothing-4-36-35-37-38,never_sent_ahmed
scene0677_00-pillow-3-31-29-30,never_sent_ahmed
scene0674_00-pillow-4-15-16-17-18,never_sent_ahmed
scene0394_00-towel-6-26-25-27-28-29-30,never_sent_ahmed
scene0626_00-computer_tower-5-22-15-19-20-21,never_sent_ahmed
scene0642_00-curtain-2-3-56,never_sent_ahmed
scene0679_00-pillow-5-33-29-30-31-32,never_sent_ahmed
scene0559_00-couch-2-3-14,never_sent_ahmed
scene0662_00-towel-5-13-12-14-15-16,never_sent_ahmed
scene0589_00-pillow-4-10-9-35-43,never_sent_ahmed
scene0706_00-pillow-5-22-5-19-20-21,never_sent_ahmed
scene0656_00-book-5-33-22-23-29-34,never_sent_ahmed
scene0697_00-window-2-28-5,never_sent_ahmed
scene0576_00-clothing-4-35-36-37-38,never_sent_ahmed
scene0394_00-clothes-4-54-53-55-56,never_sent_ahmed
scene0698_00-door-3-45-14-32,never_sent_ahmed
scene0706_00-sign-2-17-16,never_sent_ahmed
scene0679_00-pillow-5-32-29-30-31-33,never_sent_ahmed
scene0159_00-shoes-5-28-1-25-26-27,with_partial_language_collected_panos
scene0695_00-office_chair-2-8-9,with_partial_language_collected_panos
scene0021_00-couch-2-0-9,with_partial_language_collected_panos
scene0021_00-couch-2-9-0,with_partial_language_collected_panos
scene0054_00-box-2-10-14,with_partial_language_collected_panos
scene0054_00-box-2-14-10,with_partial_language_collected_panos
scene0286_00-door-4-8-7-28-29,with_partial_language_collected_panos
scene0316_00-ottoman-2-3-6,with_partial_language_collected_panos
scene0023_00-table-3-3-4-5,with_partial_language_collected_panos
scene0023_00-table-3-4-3-5,with_partial_language_collected_panos
scene0024_00-chair-6-64-9-10-11-61-63,with_partial_language_collected_panos
scene0335_00-towel-3-56-54-55,with_partial_language_collected_panos
scene0350_00-bathroom_stall-3-14-13-15,with_partial_language_collected_panos
scene0379_00-box-2-10-11,with_partial_language_collected_panos
scene0383_00-box-2-17-13,with_partial_language_collected_panos
scene0384_00-bag-6-20-17-19-21-22-23,with_partial_language_collected_panos
scene0403_00-bookshelf-3-2-54-55,with_partial_language_collected_panos
scene0425_00-monitor-2-21-22,with_partial_language_collected_panos
scene0656_00-book-5-22-23-29-33-34,with_partial_language_collected_panos
scene0669_00-bookshelf-2-6-9,with_partial_language_collected_panos
scene0674_00-ottoman-2-11-12,with_partial_language_collected_panos
scene0696_00-box-2-18-26,with_partial_language_collected_panos
scene0218_00-bookshelf-3-1-23-24,with_partial_language_collected_panos
scene0218_00-bookshelf-3-23-1-24,with_partial_language_collected_panos
scene0218_00-bookshelf-3-24-1-23,with_partial_language_collected_panos
scene0180_00-table-4-1-0-22-27,with_partial_language_collected_panos
scene0316_00-ottoman-2-6-3,with_partial_language_collected_panos
scene0114_00-cabinet-4-10-8-9-20,maybes
scene0114_00-cabinet-4-20-8-9-10,maybes
scene0114_00-cabinet-4-8-9-10-20,maybes
scene0114_00-cabinet-4-9-8-10-20,maybes
scene0222_00-shoes-5-10-11-12-32-38,maybes
scene0222_00-shoes-5-11-10-12-32-38,maybes
scene0222_00-shoes-5-12-10-11-32-38,maybes
scene0222_00-shoes-5-32-10-11-12-38,maybes
scene0222_00-shoes-5-38-10-11-12-32,maybes
scene0054_00-books-6-20-21-22-23-24-25,maybes
scene0054_00-books-6-21-20-22-23-24-25,maybes
scene0054_00-books-6-22-20-21-23-24-25,maybes
scene0054_00-books-6-23-20-21-22-24-25,maybes
scene0054_00-books-6-24-20-21-22-23-25,maybes
scene0054_00-books-6-25-20-21-22-23-24,maybes
scene0300_00-bookshelf-2-18-4,with_partial_language_collected_panos
scene0300_00-bookshelf-2-4-18,with_partial_language_collected_panos
