syn_id,model_name,has_front
04554684,da0179a5b68f13586a6a687121d74e50,1
04554684,d2711c36636e9b1eeacaf08e3ee3b2b3,1
02933112,3d21c803cfa3bf504c96d44e0e286fe7,1
03211117,830b29f6fe5d9e51542a2cfb40957ec8,1
03211117,7c06bba1afa0553225a454369d791fb0,1
03001627,db549976c0b7b960d42ec7e303174a87,1
03211117,462ba756d3337b475f16c469ffeb982e,1
04379243,6ae77e7aa510e044c955e5ed03ef3a2f,1
04379243,2a0b5875dc999a7a29e047111bd79063,1
03337140,ae4c4273468905586ae3841175e518b2,1
03001627,48fd6cc3f407f1d650c04806fcb7ceb6,1
02871439,3d554cb7c74d1fa0820018801b237b3d,1
02871439,a976a61f71a8e700876ba2153f34d1b9,1
04379243,ddbbe3651f274503c7f9b652b66aa35c,0
04379243,3d54679cfdfe8d72e1aff9039d025,1
02747177,edcbeac5da0b42dd7936acbca381136f,1
03001627,ae9e1ff1ae0b0a8f6ee473575a9f31bd,1
02933112,6d5049bc983aa8b4a805114916841d69,1
04379243,1f8ff48858b1d78136c236fff3cd03ce,0
02808440,693b8a150f9e844e50539bb73fa8aaff,1
03211117,ecb96d46eca5724fef0411fcb48f0299,1
03211117,4f11144acd79460b120322eac6386b,1
03001627,60647c98b5fc96b13002761e7a3ba3bd,1
03211117,d330d50a0255529d19ed6e1a590c9122,1
04379243,24942a3b98d1bcb6a570c6c691c987a8,1
03337140,fe998d14e236584ec123147a914238ea,1
03046257,c45e4604958d9d1d3153a6db1fd05f23,1
03001627,7212bdfab35f72b23002761e7a3ba3bd,1
02933112,e72235ca5b0f9b5de485c93908cf58c1,1
03001627,61b94385426a74323002761e7a3ba3bd,1
04379243,ac646aa05a0ae0e11b604216cb6e7d3d,1
02933112,a3a6f9e80956ec6f4035f93ab9531db,1
03001627,f083f6f7e9770fb7b161f36d4e309050,1
02818832,9fb6014c9944a98bd2096b2fa6f98cc7,1
02933112,50c7e5dace1d5dffc6256085755e32ef,1
02818832,20b7fd7affe7ef07c370aa5e215a8f19,1
04379243,13c680c1fd4d1ab4bdaed8eb424ecfdb,1
03001627,11dba3a8d7b7210f5ff61a3a2a0e2484,1
02808440,6751ed8cb63cc76e3321831d2245cf06,1
04554684,30925e14af2a92814b35a7d7cea7130,1
04554684,452f7e16dcf5b2cf46cde67a6a1ea328,1
04256520,6caa1713e795c8a2f0478431b5ad57db,1
04379243,35b696cb05089cdcc8dbe21f531a88d0,0
04256520,2abe8d5b5d29ff52f7628281ecb18112,1
03928116,96a3da8cbaa34575ca5363ae2c24c8a9,1
02747177,cb8c6fc0e70e3dc12d1fcd0df2dc6d5c,0
03001627,efd07df34c1f73cae2367b9e27f16a71,1
04379243,6d6123585f79a8a54fa2fb9adc6e6779,0
04379243,c0470c413b0a260979368d1198f406e7,0
02933112,aab180818ea51dbc7cd8de3984cc1e94,1
03991062,aeb4b2eb456518022271466eed05a4d3,0
02933112,65dcdb468234c4f64e2e1b2af0cc59a7,1
03636649,d8d129b1a07b23b7a738de48265832af,0
02871439,348d539dade47e8e664b3b9b23ddfcbc,0
03001627,d2fe67741e0f3cc845613f5c2df1029a,1
02933112,5d765603dfb0f151e367f8f62a7e9398,1
03211117,9be4d56513c06315a045e7ca381c39f6,1
03211117,6011d9bbe9b04cf7b6b6751f39e7b3e5,1
03636649,9a244723bfef786294cdfc338037bd95,1
04379243,5d6b4205111991c879170a5f8beda902,0
02747177,ca9c8771ab1ec28920de219c00d1c3b,0
03001627,4f4b6167ef11ae4e8f8c11a24c52ebb,1
04379243,cb71e1cf52531981593ebeeedbff73b,0
04256520,b86d536860cdcf4ce7321f25048c6142,1
03761084,77c4453bb4349e398128bc89a67202b0,1
04379243,59c8b38f75ae93bf785953e8e787ef2a,0
02933112,285864fbee3a4038178e7d331e641179,1
02933112,688102337377c19d1d860ee2ad2a42e1,1
02933112,4d690cd9d3b41f46ce5d6e9371bb5c33,1
02933112,8b35178a614ee2f462023490a1e05c18,1
02933112,6754e64c37f7318c824662341ce2b233,1
02808440,86cc268fa01fac6b9f4775ea8562d2,1
02747177,55e6f6e5a37777b7f9e1e633e708c001,1
03211117,6c56f6063ceb2ba4de1b0b03ca051f02,1
03001627,8bd75ffee48bb4b845fa198471a5a8a5,1
03001627,a4d7c8b97066cb74f63e8e405d49b8ce,1
02747177,1d5e46b18684ede7ffe3432ba4f2e6d3,0
04379243,cc182c3aa204614540f68c5e459bb389,0
02933112,d0421fb0b59291df7eee615e75bc3b77,1
03001627,44875441fe578186d35ac2e5000061ec,1
03001627,11358c94662a68117e66b3e5c11f24d4,1
03001627,9368cd9028151e1e9d51a07a5989d077,1
03001627,4785c094e81a5f8e3002761e7a3ba3bd,1
03001627,2bf05f8a84f0a6f33002761e7a3ba3bd,1
03001627,28d27f1204c1b3de6512b7b24f3d84,1
03001627,6ebfa5329b0d1439d4ea3f4c41b1b9bb,1
03001627,6b64af50e21c0006f91663a74ccd2338,1
03001627,64a699cf5b2a43473f7e27638e63d848,1
03001627,e98fc1a9b608a0c1a8760470bc8702f6,1
03001627,bf91d0169eae3bfdd810b14a81e12eca,1
02808440,7ea685c4ca42c7df63ffebf86d8dd00,1
02818832,f10984c7255bc5b25519d54a714fac86,1
03001627,d274fc14092387c1e17e1cb731e2fa4f,1
02818832,9e0733f8515335ba9a87002a4eeaf610,1
03001627,b2ba1569509cdb439451566a8c6563ed,1
04379243,f0b827eed9f044bdcdcd8e1ae308f03a,1
03636649,9fde9f07e6217b7490c2e24416edfe5b,0
03211117,9d9bfaf1a4d6c3a05f8ab9d7b9f9d24a,1
03211117,45cae393b431f75e8873c005ead1ead8,1
03337140,53e1d0645ff2afc54c3aee8e9d3a6ffa,1
04379243,899f815eaad62b56d8cad143689f8b51,1
03001627,cb78334a5ad9517d7a31dd5af93fdb5c,1
03211117,6856b84c3a8463e3d5f7c62c7dfe63f9,1
03211117,bdf3dbf43ef2637f578d107c71db28ac,1
04379243,39a71631941673b1c287a33ab134ac42,0
04379243,968714b674baa3152cf0938654a53e55,1
03211117,d854bf9f589e5a6e69a98c3ec2f88e7d,1
02747177,e7de8a24dfc385d92715de3ea7b582d7,0
03001627,a7f0f0dce71747624671d97b0fd17f51,1
03001627,4aa9b5829edec8ac4671d97b0fd17f51,1
02871439,b7697d284c38fcade76bc197b3a3ffc0,1
04379243,e86e665af1e1cae8c2f0a1a44c64aad4,1
04379243,956752510546d938788e70128ded264a,0
03001627,87c742a186ef731b464bb3035358ab7a,1
04004475,775d7562a64bf1c58b466382c9d6d096,1
04004475,db9d02b583bdc8cec25c9cef92ff2800,1
03001627,dfc9e6a84553253ef91663a74ccd2338,1
04379243,5c7dde9febf82c72e4d8d44a2bc9dd4d,0
03001627,fe224defdf08a99a3002761e7a3ba3bd,1
04256520,f98615e51a596fc5c05575120a46cd3b,0
04379243,565ad2f2a4caf3429d297e74104d3ac3,0
03636649,4524946bc53f31a92d5c7a0e60b0c525,0
03636649,f449dd0eb25773925077539b37310c29,1
04379243,54efc0d108cce07ee166717db5dd896a,1
02818832,48973f489d06e8139f9d5a5f7267a470,1
04379243,5f62b83cebad8dd1473f10e6caaeca56,1
02871439,b6264b92d0cbd598d5919aa833abb5a,1
03337140,44d1045be6acb7e5920de219c00d1c3b,1
02747177,7919df48b23e61ba6739a7caa0c577bd,0
03001627,2b5953c986dd08f2f91663a74ccd2338,1
03001627,297d3e472bf3198fb99cbd993f914184,1
02933112,a6abf531780014f890a1391b3fdfda26,1
04330267,650ab459ed284b4349bd139dfeecc324,1
03001627,e6c7e75046f8946b27bf2eac25b523a6,1
04379243,b5529f6f5679d705c8b2ff62b26cb42,1
04256520,b913574ffbe7400ce8417aef1b7a422,1
03001627,6dfa9675d27b5fc134f6a34e269f5ec1,1
03211117,800ca9956f66a22a23d94393165a64e3,1
02933112,108295ef2f00c9aa9d886ab2fa5ee681,1
03001627,bdc892547cceb2ef34dedfee80b7006,1
04379243,460a915796f36eaa55f86bb3ad320a33,0
04379243,b31a613e7f289c8bf5f6997e99549136,0
04379243,9611888ee0db1ecaf7d4d3ced798ad90,1
03211117,eb75ac8723230375d465c64f5322e86,1
03001627,c585ee093bfd52af6512b7b24f3d84,1
04379243,f46f68598988b922eede8c01bbe6592b,1
03001627,541746ddb47aa2af4e186c8346f12e6,1
03001627,572cbd8b4cbdf7f1f91663a74ccd2338,1
03001627,5d60590d192c52553a23b8cb1a985a11,1
04256520,bf01483d8b58f0819767624530e7fce3,1
02933112,94883014b900c6d6647872b8585e132f,1
02747177,161e5e86fa48686888cad7f6c0e6001,0
02933112,81bef552e83476ad3da27ece6ae88fff,1
02818832,6e4707cac21b09f0531c83488903771b,1
03001627,781677297ef4db1ab0b54dd2cf2a35d4,1
02933112,87e7c6e590eaab04f42a90fe4baf4591,1
03001627,5008d5e0ddf1b3dfa37d17ad9e86b6bb,1
03001627,d619fd50c4d0fb46dea83bbf303af433,1
03001627,6b95ac6189a395d3fa8cf35dd917fad6,1
02747177,dc7ce614dc719649b394cfa64dfabe8e,0
02933112,b6fa01c7e28a4a777024462ecce15220,1
02818832,4dbd37cb85686dea674ce64e4bf77aec,1
03001627,eb23621d7ac1094398e0d1738edd4f19,1
04379243,e7580c72525b4bb1cc786970133d7717,0
04379243,f2e1735aa2cba97222fbb0d1d627b825,0
04379243,612117acf07984468e52a975e7251969,0
03001627,b1da0d9aab6d2308608505d960f2a393,1
04379243,e20f1fff2b84f8ea71ba8e8bdf40d1ea,1
04379243,11c16f6a5fbedf4213c3458a0fe5598,0
03001627,6cfc437d8ec6ce7413d48601aed73697,1
04379243,3239a4e1c62099556ee5c30704fa2d08,0
03001627,beccd4a6031f6a5a3eaabea23fed5ec2,1
02747177,62f4ed6e1df63042cecaed25e0da0964,0
02871439,ec882f5717b0f405b2bf4f773fe0e622,1
04379243,c92ea3f511378ab1e21111e385a0661f,1
02747177,8e09a584fe5fa78deb69804478f9c547,1
04004475,b13d7229f113cc6fa3ac1bbe37d03a29,1
02747177,37f1daa11b023fdf81faebbdea6bd9be,1
02747177,a9cd539f8a5e19e06af350e51093426c,0
02871439,39ef7e982d00763560507fdad4357e06,0
02871439,d49f87c534c4e0b5b4979bfe197a8c89,0
02747177,11d2b7d8c377632bd4d8765e3910f617,0
02871439,1ab8202a944a6ff1de650492e45fb14f,1
04256520,25220d902288e352632c9ddc45ef4651,1
04379243,d8fa26d89a3ec264ee1dfc331dd3e94,0
02871439,465bb5a9ed42ad40a5817f81a1efa3cc,1
03001627,a66d78cbf3603e8bba9df3ea0397b1a6,1
04379243,b2b4829e281f1ca09a87002a4eeaf610,1
02933112,b50c25e6b5447714e90f8ac2c1271ce3,1
04379243,612caa5ea6c888c850cf3715818ccfe8,0
03001627,7ee46c6f7c028fc6d661ff085a0f14b7,1
04379243,cbf3470a35aff67e483fd274b1c29225,0
04256520,3746c2c38faaec395304a08899f58b0b,1
04379243,c912a8edbaaf0fc72e6a7aad8523e7e6,0
03001627,53d88f50e3abc2888dcbe86402c7c15,1
04256520,7ac7a4f53a89ecb48f966131432ef871,1
03001627,c04c13649c4cbc5ebed0f345f50b6a5,1
04256520,5cc1b0be0eb9a6085dca6305fb9f97ca,1
02933112,83412e29d5978b101f6dfedaba98d5f9,1
03001627,cbf18927a23084bd4a62dd9e5e4067d1,1
03001627,5b1d0dad82acd6e5893104fdda835c64,1
04379243,940dc92bda153346eaf14273fa406ffc,0
04379243,1c2fb38795e6e3c858df8eeaf3dad1c,0
04379243,2eb4a0d015b80a8d9ccce4c6d5bb195f,0
03001627,1be38f2624022098f71e06115e9c3b3e,1
03761084,4f956e259344d4a3599fb6902c958d23,1
04256520,1a4a8592046253ab5ff61a3a2a0e2484,1
02871439,ad808d321f7cd914c6d17bc3a482f77,1
02871439,28af0f5a5e055917b52c730840dc727f,0
04379243,496b37559f4ac973b9fd3978c6bb311c,1
03001627,9efb86c07170d7e897ec301178d1c7e,1
02828884,739d41c59dc387e575f9747ff6fb5e8,0
04256520,61f828a545649e98f1d7342136779c0,1
04379243,22c470174c40a0c33dc1643807625350,0
04256520,fb74336a6192c4787afee304cce81d6f,1
03001627,f4a36a5ae5a596942d19175e7d19b7cb,1
03001627,c54aa12a3d8c34e2efacb264ebf1ec75,1
04379243,c26913f8e139a80baa2b654345545ea,0
04256520,945a038c3e0c46ec19fb4103277a6b93,0
03211117,a0f10ade51e1adcd8b8d299c28ab08aa,1
04379243,82a9838fc655d7f62e6da3d97725a350,0
03642806,92702a4de72aac3e20685b5a7e34b501,1
03001627,f1188bef2980d2c985b479b317175b55,1
02933112,462ee81a089208caf2f140388f79bf7c,1
02933112,1c898677c5b4291c847857e42f50ec6e,1
02808440,8177f9d2397e8dd3d85b29704f5fc7f2,1
04379243,577155d24ebec9833ce2d31ef93d6e81,0
02808440,ff507a7e1febf2ea3321831d2245cf06,1
03211117,4812245f2f9fa2c953ed9ce120377769,1
03085013,57a57e95d06b60458ee125fbff9e483f,1
04379243,6581edd8565321685512673aa47c7e3d,1
04379243,c50794596b14605421c4aa1c0e1daae3,1
02933112,3b6042e3f223da66200ec3fc5b3ae5f4,1
04379243,285857e7d12f1b74a4d2a71d4ca57f99,0
04379243,f64617385056e0b1beedb4c8fd29e2d1,0
04256520,7ae657b39aa2be68ccd1bcd57588acf8,1
04379243,cf24f0128755080569080f7eaa8f3e1d,0
02933112,dca4c8bdab8bdfe739e1d6694e046e01,1
03211117,d7ab9503d7f6dac6b4382097c3e8bcf7,1
02747177,69ee57f4534eb475e9bfc203f193ce76,1
02933112,acbc349caf76e6b171337fa12bff07ad,1
02747177,1eb3abf47be2022381faebbdea6bd9be,0
02871439,3edaff50f5355da2666ec9bdd91ab5f1,1
02871439,29b66fc9db2f1558e0e89fd83955713c,1
02871439,c214e1d190cb87362a9cd5247487b619,1
02871439,29398b8b0425408a887c133d6a014f38,1
02818832,a7b24b5ba84a6bc6545580104c9b8ca0,1
02808440,dadeedcb7aeb8344fdbe2bf897d8a820,1
04256520,68a1f95fed336299f51f77a6d7299806,1
04256520,27c82d27a4d38e6f41b160b9adc112fd,1
03001627,f551bf7431e0fd7cf937a9747c26991f,1
04379243,57dbdc49bd549a508d1542df8403619f,0
02933112,906d1dc1a8e519868cb5d9909aeb1309,1
03211117,ed7e0817614b1c155e7087f2d9a278a9,1
02933112,15d3297d200f8979c59350d819542ec7,1
03467517,37e72e4a18a4d0ede2e4961161b75547,1
02871439,225da2a2b7a461e349edb0f98d2a2a29,1
03001627,6ac89c723fcd7a55467971b4d8320221,1
03001627,bf236db6dfa517aa456cbf78e1e89022,1
04379243,faa5d5ba2a002922511e5b9dc733c75c,0
04379243,5a3e5f0fff5a7220b4ca2ef8c032d07d,0
04379243,888faedfa6002b8cdd7e7281b421bca5,0
03001627,709a5038988a70f58e6803fc947043b9,1
03001627,bf9f2ecb581640bdf91663a74ccd2338,1
04379243,5c938860481a2d0f62ba00e4e73bbc2,0
03211117,52a7f3e36d09848ca63c1bd05197cc,1
04379243,96ccbfacf833d023c3bd24f986301745,0
04379243,4f4ea0588e9444be30bbd4cddd04c77b,0
04379243,61527f3ea1741800c3bd24f986301745,0
04379243,8a2598fefd4a81e9c7b11e86284a2e,0
03001627,6dd5e21ca65a9ff73c837ed50dd492e,1
04379243,db545f0422e72d3379368d1198f406e7,0
04256520,8ea11732a1198be1dae12f3947d07dec,1
02747177,161e5e86fa48686888cad7f6c0e6001,0
02747177,f7c95d62feb4fb03c0d62fb4fabc5d06,1
02747177,8b0728eb28c1873938f21a3304cc4bdc,0
02747177,4d6b6d392ec6b5b4c69692992c7aeb,0
02747177,c0951455fe667165599c7cf847d431a7,1
02747177,8e09a584fe5fa78deb69804478f9c547,1
02747177,d30c7f6073bb8565c8a06b09a9a18b3d,1
02747177,dc7ce614dc719649b394cfa64dfabe8e,0
02747177,112120e83ef41de3571c83071e95ca03,0
02747177,e519a53461b3b75b66f3eac0b0a36798,0
02747177,6a79fcbbe8eb1ec0162da3dc7be329d5,1
02747177,cf158e768a6c9c8a17cab8b41d766398,0
02747177,dfd96d49538de0008a606c63493ddb7c,0
02747177,85d8a1ad55fa646878725384d6baf445,0
02747177,5a2d3cfcbcd3779f44a292ef014253,0
02747177,ae3257e7e0dca9a4fc8569054682bff9,0
02747177,e8878aa23064c704ad5067eac75a07f7,0
02747177,af32b6f5a0343c107c35d3c5d3b1fcf7,0
02747177,1cb574d3f22f63ebd493bfe20f94b6ab,0
02747177,bf4dd114b53bd8f0d67352166d8df9fd,0
02747177,632c8c69e7e7bda54559a6e3650dcd3,0
02747177,69ee57f4534eb475e9bfc203f193ce76,1
02747177,c21d8f5641be31a285cac25b72167160,0
02747177,afe2cc6a31c13eff2b8e1e034cf1c1a9,0
02747177,f116f3c432856fccddd8899c86e55073,0
02747177,1ce689a5c781af1bcf01bc59d215f0,0
02747177,1eb3abf47be2022381faebbdea6bd9be,0
02747177,de31ede76692c36271c1c4a28b10d064,1
02747177,5268d7d72312c3645fa85fb6e983b148,0
02747177,ca9c8771ab1ec28920de219c00d1c3b,0
02747177,8a50955facbac20ecf19858fd1963d10,0
02747177,83488978efe02f562a1ff22c35676be7,0
02747177,9ee464a3fb9d3e8e57cd6640bbeb736d,0
02747177,37f1daa11b023fdf81faebbdea6bd9be,1
02747177,c1177110cf5b9b12a3c9394112c76917,1
02747177,a97bd9998d12467d7275456565149f4f,0
02747177,d6474403437240d578e4d091a0ee3ecd,0
02747177,f0f6b79c748c9598ae1c1abea367249,0
02747177,4088f2056763a95752e986a5f722a6f,1
02747177,1e1015a06e43c0a5a44b6af22454453b,0
02747177,a9cd539f8a5e19e06af350e51093426c,0
02747177,99cf791f4725be642ad490d4d7fae486,1
02747177,6a1b359efc20cd1aaec6ee5ba573fa6d,0
02747177,f8b6bcf0dcf240e567e4c36fcbad1d04,1
02747177,e05add2e5e4574997c6269fe8093902c,0
02747177,5a947a76bf8f29035b17dbcbc75d58df,1
02747177,f249876997cf4fc550da8b99982a3057,1
02747177,7919df48b23e61ba6739a7caa0c577bd,0
02747177,a513393efc093c7cb00bfc975577e7b5,0
02747177,59aba635f6d79bd72bcd3c046a99811e,1
02747177,11d2b7d8c377632bd4d8765e3910f617,0
02747177,62f4ed6e1df63042cecaed25e0da0964,0
02747177,e7de8a24dfc385d92715de3ea7b582d7,0
02747177,b4b4f2d95de89e88b693b28f9c9c2143,0
02747177,edcbeac5da0b42dd7936acbca381136f,1
02747177,14a49c2b9f46faa04d6ef9ab90177563,0
02747177,55e6f6e5a37777b7f9e1e633e708c001,1
02747177,9b0f61fb80473442330afa9b9b51085f,0
02747177,9c0847d6c42eca062846fa729d90e125,0
02747177,93d5f21e94ac5fb68a606c63493ddb7c,0
02747177,1d5e46b18684ede7ffe3432ba4f2e6d3,0
02747177,c904d927672acd48ad8a0ee9b106700e,1
02747177,cb8c6fc0e70e3dc12d1fcd0df2dc6d5c,0
02747177,44a64fa7c3378f16de27b9aa1df630c0,1
02747177,2f1aed8925147120c62ac18334863d36,1
02747177,c77e8499be0ce1e04f3443b22038d340,0
02747177,d828e4f441b150b460174b3ceb24976d,0
02747177,8bdea15ae5d929d0a2eb129d649f68cf,0
02773838,f1c9ebc8417c029a4da5feafe6f1c8fc,1
02773838,e73d23dbd069877f4da5feafe6f1c8fc,1
02773838,8ea3fa037107ec737426c116c412c132,1
02773838,68b7ca73de30ad6df2197da8dec8488d,1
02773838,f72de241037d474e76bb31db0358e9c6,0
02773838,c5c0f63f94ddf4c258d149fbd24761c4,1
02801938,1ed60448a8cc4b916e6624d94e2e0a1d,0
02801938,434194622dc684f81de9d8208aaa2d25,0
02801938,5dbf477ba7765febb3a8888e78d004b3,0
02801938,7a0a4269578ee741adba2821eac2f4fa,0
02801938,7b407dedd933e3812f59b845f0db2ab3,0
02801938,8ba662af65531fad1657aaca7aaa9a5c,0
02801938,951c5192ed4b3759fb0f1b7266d79466,0
02801938,98c3ddee85264efd7cd51b1084c649a6,0
02801938,9b8db1890e6b74d430c7810cba6da248,0
02801938,b37a77cec9643bae5257c4bca2a1f0,0
02801938,b852202f803c3dfe90c794d3b20112e6,0
02801938,b9a555f6ce431c8a3adfd94cc5954055,0
02801938,bd11c268ebb14e2d7ae6f33544c233fe,0
02801938,bf4e9a91ced79f63d2ad39bada7a0a,0
02801938,cc79f97e37dd431ecbde89e0c48a01bf,0
02801938,d8b9cb175465fac03a360f4a31f99f4a,0
02801938,efc55d2da732898d188976e1056285ea,0
02801938,f76b14ffc2fe6c7485eb407ec5a0fadd,0
02801938,fe06ff4915b6665ae25f6fe802a8997,0
02808440,10caa8d340fa0fddfcd4910413c446d9,1
02808440,10e41094453d1c6d4c62bee40dcdc539,1
